CITIZEN,GEO,Y2015M01,Y2015M02,Y2015M03,Y2015M04,Y2015M05,Y2015M06,Y2015M07,Y2015M08,Y2015M09,Y2015M10,Y2015M11,Y2015M12
Gambia,Germany,225,195,135,170,235,420,200,410,270,500,280,75
Gambia,Greece,0,0,0,0,0,0,0,0,5,0,,
Gambia,Hungary,5,15,10,20,20,30,15,35,10,0,0,
Gambia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Gambia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Gambia,Italy,745,780,805,530,610,510,850,695,840,780,475,
Gambia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Gambia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Gambia,Malta,0,5,0,0,0,0,0,0,0,,,
Gambia,Netherlands,5,5,5,5,5,5,0,5,5,5,,
Gambia,Norway,0,0,0,0,0,5,0,0,5,10,20,0
Gambia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Gambia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Gambia,Romania,0,0,0,0,0,0,0,0,0,0,,
Gambia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Gambia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Spain,5,0,5,10,5,5,5,5,5,,,
Gambia,Sweden,15,10,15,15,5,10,20,10,10,25,25,
Gambia,Switzerland,65,65,75,70,55,60,80,70,60,120,120,
Gambia,UK,25,15,40,15,15,10,20,25,25,15,,
Georgia,Austria,35,25,30,20,40,40,20,30,40,50,,
Georgia,Belgium,15,25,30,20,25,30,40,20,45,25,0,
Georgia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Georgia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Georgia,Cyprus,5,0,0,5,0,0,0,0,0,5,,
Georgia,Czech Rep.,0,0,0,0,0,5,0,5,0,0,,
Georgia,Denmark,5,5,10,10,10,5,10,0,10,10,,
Georgia,Estonia,0,0,0,5,0,0,0,0,5,5,0,
Georgia,Finland,0,0,5,0,0,0,5,0,5,5,0,
Georgia,France,110,115,125,95,75,105,100,80,110,155,,
Georgia,Germany,310,240,275,280,280,450,260,190,260,200,325,130
Georgia,Greece,15,20,15,15,25,20,30,30,55,50,,
Georgia,Hungary,0,0,0,10,10,0,5,0,5,0,0,
Georgia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Georgia,Ireland,5,5,5,0,0,0,5,5,0,5,,
Georgia,Italy,10,5,10,20,5,10,10,5,10,10,20,
Georgia,Latvia,10,0,0,10,0,0,5,5,0,0,0,
Georgia,Lithuania,5,0,0,10,5,0,0,0,5,5,5,0
Georgia,Luxembourg,0,0,5,0,0,5,0,5,0,0,,
Georgia,Malta,0,0,0,0,0,0,0,0,0,,,
Georgia,Netherlands,20,25,30,20,20,25,15,20,15,30,,
Georgia,Norway,0,5,5,0,5,0,0,0,0,20,0,0
Georgia,Poland,5,45,35,25,55,40,45,40,40,20,20,
Georgia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Georgia,Romania,0,0,0,5,5,0,5,0,0,0,,
Georgia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Georgia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Spain,0,0,5,0,5,5,5,5,5,,,
Georgia,Sweden,80,45,55,55,70,70,65,65,105,100,90,
Georgia,Switzerland,40,30,40,40,30,30,30,30,35,55,35,
Georgia,UK,5,0,0,15,5,5,5,5,0,0,,
Ghana,Austria,0,5,0,15,5,15,10,10,5,0,,
Ghana,Belgium,0,0,0,0,0,0,5,5,5,0,0,
Ghana,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Ghana,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Ghana,Denmark,0,0,5,5,0,0,5,0,0,0,,
Ghana,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Finland,0,0,5,5,0,0,5,5,0,0,5,
Ghana,France,0,0,0,0,0,0,0,0,5,0,,
Ghana,Germany,75,95,120,105,130,135,130,85,110,75,45,50
Ghana,Greece,10,5,5,5,10,5,5,10,5,5,,
Ghana,Hungary,10,0,40,40,70,60,45,45,15,5,0,
Ghana,Iceland,0,0,0,0,0,0,0,0,5,5,0,
Ghana,Ireland,0,0,0,0,5,0,0,0,0,0,,
Ghana,Italy,155,100,80,75,170,190,480,475,730,565,430,
Ghana,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Ghana,Malta,0,0,0,0,0,0,0,0,0,,,
Ghana,Netherlands,0,5,5,0,0,0,5,0,5,5,,
Ghana,Norway,0,0,0,0,0,0,0,5,0,0,0,0
Ghana,Poland,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Portugal,0,0,0,0,0,0,0,0,0,0,,
Ghana,Romania,0,0,0,0,0,0,0,0,0,0,,
Ghana,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Ghana,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Spain,5,0,0,5,0,0,0,0,0,,,
Ghana,Sweden,10,0,5,5,10,0,5,5,10,15,5,
Ghana,Switzerland,10,10,10,10,5,5,10,10,0,10,5,
Ghana,UK,15,20,10,10,15,10,15,20,15,15,,
Greece,Austria,0,0,0,0,0,0,0,0,0,0,,
Greece,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Greece,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Greece,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Greece,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Greece,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Greece,Denmark,0,0,0,0,0,0,0,0,0,0,,
Greece,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Greece,Finland,0,0,0,0,0,0,0,0,0,0,0,
Greece,France,0,0,0,0,0,0,0,0,0,0,,
Greece,Germany,0,0,5,0,5,0,0,0,0,0,0,0
Greece,Greece,0,0,0,0,0,0,0,0,0,0,,
Greece,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Greece,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Greece,Ireland,0,0,0,0,0,0,0,0,0,0,,
Greece,Italy,,,,,,,,0,0,0,0,
Greece,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Greece,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Greece,Malta,0,0,0,0,0,0,0,0,0,,,
Greece,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Greece,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Poland,0,0,0,0,0,0,0,0,0,0,0,
Greece,Portugal,0,0,0,0,0,0,0,0,0,0,,
Greece,Romania,0,0,0,0,0,0,0,0,0,0,,
Greece,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Greece,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Spain,0,0,0,0,0,0,0,0,0,,,
Greece,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Greece,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Greece,UK,0,0,5,0,0,0,0,0,0,0,,
Grenada,Austria,0,0,0,0,0,0,0,0,0,0,,
Grenada,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Grenada,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Grenada,Denmark,0,0,0,0,0,0,0,0,0,0,,
Grenada,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Finland,0,0,0,0,0,0,0,0,0,0,0,
Grenada,France,0,0,0,0,0,0,0,0,0,0,,
Grenada,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Greece,0,0,0,0,0,0,0,0,0,0,,
Grenada,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Ireland,0,0,0,0,0,0,0,0,0,0,,
Grenada,Italy,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Grenada,Malta,0,0,0,0,0,0,0,0,0,,,
Grenada,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Grenada,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Poland,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Portugal,0,0,0,0,0,0,0,0,0,0,,
Grenada,Romania,0,0,0,0,0,0,0,0,0,0,,
Grenada,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Spain,0,0,0,0,0,0,0,0,0,,,
Grenada,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Grenada,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Grenada,UK,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Austria,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Denmark,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Finland,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,France,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Greece,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Ireland,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Italy,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Malta,0,0,0,0,0,0,0,0,0,,,
Guatemala,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Poland,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Portugal,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Romania,0,0,0,0,0,0,0,0,0,0,,
Guatemala,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Spain,0,0,0,0,0,0,0,0,0,,,
Guatemala,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,UK,0,0,0,5,0,0,0,0,0,0,,
Guinea,Austria,5,0,0,5,0,5,5,5,0,5,,
Guinea,Belgium,80,75,80,75,90,85,90,65,80,90,55,
Guinea,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Guinea,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Guinea,Denmark,0,0,0,0,0,0,0,0,0,0,,
Guinea,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Finland,0,0,0,0,0,0,0,0,0,0,5,
Guinea,France,145,150,205,175,125,165,175,150,210,250,,
Guinea,Germany,50,40,60,85,70,125,65,55,45,65,45,25
Guinea,Greece,5,0,0,0,0,0,5,0,0,0,,
Guinea,Hungary,5,0,5,10,10,25,15,35,0,0,0,
Guinea,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Ireland,0,5,0,0,0,0,0,0,0,0,,
Guinea,Italy,80,95,120,80,100,85,195,155,275,210,165,
Guinea,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Luxembourg,0,0,0,5,0,0,0,0,0,0,,
Guinea,Malta,0,0,0,0,0,0,0,0,0,,,
Guinea,Netherlands,10,10,15,5,10,10,10,5,10,15,,
Guinea,Norway,0,0,0,0,0,0,0,10,0,5,5,0
Guinea,Poland,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Portugal,0,0,0,5,5,0,0,5,5,5,,
Guinea,Romania,0,0,0,0,0,0,0,0,0,0,,
Guinea,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Guinea,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Spain,0,10,15,5,5,5,10,0,5,,,
Guinea,Sweden,5,0,5,5,5,5,5,5,5,5,5,
Guinea,Switzerland,20,20,15,20,25,20,20,25,25,30,30,
Guinea,UK,0,5,5,0,5,0,0,0,5,5,,
Guinea-Bissau,Austria,0,0,5,0,0,0,0,0,0,5,,
Guinea-Bissau,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Denmark,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Finland,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,France,5,5,10,20,5,5,10,10,5,5,,
Guinea-Bissau,Germany,20,30,45,35,40,50,40,10,20,45,45,20
Guinea-Bissau,Greece,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Ireland,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Italy,60,45,60,50,40,60,65,55,85,80,35,
Guinea-Bissau,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Malta,0,10,0,0,0,0,0,0,0,,,
Guinea-Bissau,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Poland,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Portugal,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Romania,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Spain,0,0,0,0,0,0,5,0,0,,,
Guinea-Bissau,Sweden,0,0,0,0,0,0,5,0,0,0,0,
Guinea-Bissau,Switzerland,5,10,15,15,5,5,5,5,10,15,15,
Guinea-Bissau,UK,5,0,0,0,0,0,0,0,0,0,,
Guyana,Austria,0,0,0,0,0,0,0,0,0,0,,
Guyana,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Guyana,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Guyana,Denmark,0,0,0,0,0,0,0,0,0,0,,
Guyana,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Finland,0,0,0,0,0,0,0,0,0,0,0,
Guyana,France,0,5,5,5,0,5,0,0,5,5,,
Guyana,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Greece,0,0,0,0,0,0,0,0,0,0,,
Guyana,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Ireland,0,0,0,0,0,0,0,0,0,0,,
Guyana,Italy,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Guyana,Malta,0,0,0,0,0,0,0,0,0,,,
Guyana,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Guyana,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Poland,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Portugal,0,0,0,0,0,0,0,0,0,0,,
Guyana,Romania,0,0,0,0,0,0,0,0,0,0,,
Guyana,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Spain,0,0,0,0,0,0,0,0,0,,,
Guyana,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Guyana,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Guyana,UK,0,0,0,0,0,0,0,0,0,0,,
Haiti,Austria,0,0,0,0,0,0,0,0,0,0,,
Haiti,Belgium,0,0,0,0,0,0,0,0,10,0,0,
Haiti,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Haiti,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Haiti,Denmark,0,0,0,0,0,0,0,0,0,0,,
Haiti,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Finland,0,0,0,0,0,0,0,0,0,0,0,
Haiti,France,195,225,225,160,230,270,225,410,350,315,,
Haiti,Germany,0,0,0,0,0,0,5,0,0,0,5,0
Haiti,Greece,0,0,0,0,0,0,0,0,0,0,,
Haiti,Hungary,0,0,0,0,5,5,10,5,0,0,0,
Haiti,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Ireland,0,0,0,0,0,0,0,0,0,0,,
Haiti,Italy,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Haiti,Malta,0,0,0,0,0,0,0,0,0,,,
Haiti,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Haiti,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Poland,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Portugal,0,0,0,0,0,0,0,0,0,0,,
Haiti,Romania,0,0,0,0,0,0,0,0,0,0,,
Haiti,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Spain,0,0,0,0,0,0,0,0,0,,,
Haiti,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Haiti,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Haiti,UK,0,0,0,0,0,0,0,0,0,0,,
Honduras,Austria,0,0,0,0,0,0,0,0,0,0,,
Honduras,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Honduras,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Honduras,Denmark,0,0,0,0,0,0,0,0,0,0,,
Honduras,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Finland,0,0,0,0,5,0,0,0,0,0,0,
Honduras,France,0,0,0,0,0,5,5,0,0,0,,
Honduras,Germany,0,0,0,5,0,0,5,0,0,0,0,5
Honduras,Greece,0,0,0,0,0,0,0,0,0,0,,
Honduras,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Ireland,0,0,0,0,0,0,0,0,0,0,,
Honduras,Italy,5,5,0,0,0,0,0,0,0,0,0,
Honduras,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Honduras,Malta,0,0,0,0,0,0,0,0,0,,,
Honduras,Netherlands,0,0,5,0,0,5,0,0,0,0,,
Honduras,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Poland,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Portugal,0,0,0,0,0,0,0,0,0,0,,
Honduras,Romania,0,0,0,0,0,0,0,0,0,0,,
Honduras,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Honduras,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Spain,10,15,10,5,10,15,10,5,10,,,
Honduras,Sweden,0,0,0,0,0,5,0,0,0,0,0,
Honduras,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Honduras,UK,0,0,0,0,0,0,0,0,0,0,,
Hungary,Austria,0,0,0,0,0,0,0,0,0,0,,
Hungary,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Hungary,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Hungary,Denmark,0,0,0,0,0,0,0,0,0,0,,
Hungary,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Finland,0,0,0,0,0,0,0,0,0,0,0,
Hungary,France,0,0,0,0,0,0,0,0,0,0,,
Hungary,Germany,0,5,0,0,0,0,0,0,0,0,0,0
Hungary,Greece,0,0,0,0,0,0,0,0,0,0,,
Hungary,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Ireland,0,0,0,0,0,0,0,0,0,0,,
Hungary,Italy,,,,,,,,0,0,0,0,
Hungary,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Hungary,Malta,0,0,0,0,0,0,0,0,0,,,
Hungary,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Hungary,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Poland,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Portugal,0,0,0,0,0,0,0,0,0,0,,
Hungary,Romania,0,0,0,0,0,0,0,0,0,0,,
Hungary,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Hungary,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Spain,0,0,0,0,0,0,0,0,0,,,
Hungary,Sweden,0,0,0,0,0,0,0,5,0,0,0,
Hungary,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Hungary,UK,0,0,0,0,0,0,0,0,0,0,,
Iceland,Austria,0,0,0,0,0,0,0,0,0,0,,
Iceland,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Iceland,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Iceland,Denmark,0,0,0,0,0,0,0,0,0,0,,
Iceland,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Finland,0,0,0,0,0,0,0,0,0,0,0,
Iceland,France,0,0,0,0,0,0,0,0,0,0,,
Iceland,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Greece,0,0,0,0,0,0,0,0,0,0,,
Iceland,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Ireland,0,0,0,0,0,0,0,0,0,0,,
Iceland,Italy,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Iceland,Malta,0,0,0,0,0,0,0,0,0,,,
Iceland,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Iceland,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Poland,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Portugal,0,0,0,0,0,0,0,0,0,0,,
Iceland,Romania,0,0,0,0,0,0,0,0,0,0,,
Iceland,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Spain,0,0,0,0,0,0,0,0,0,,,
Iceland,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Iceland,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Iceland,UK,0,0,0,0,0,0,0,0,0,0,,
India,Austria,25,25,30,30,40,35,50,50,50,40,,
India,Belgium,5,5,5,10,0,10,10,5,10,0,5,
India,Bulgaria,0,20,5,0,5,0,5,0,0,0,0,
India,Croatia,0,0,0,0,0,0,0,0,0,0,0,
India,Cyprus,0,5,5,10,5,10,15,10,5,10,,
India,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
India,Denmark,0,0,0,0,0,5,0,5,15,5,,
India,Estonia,0,0,0,0,0,0,0,0,0,0,0,
India,Finland,0,0,0,0,0,0,0,0,5,0,5,
India,France,10,15,10,0,10,0,10,5,15,20,,
India,Germany,110,130,135,175,145,275,165,105,130,160,265,100
India,Greece,5,0,5,5,10,10,0,5,5,5,,
India,Hungary,0,5,5,10,20,30,70,180,30,0,0,
India,Iceland,0,0,0,0,0,0,0,0,0,0,0,
India,Ireland,5,0,5,10,10,15,15,20,30,15,,
India,Italy,5,10,15,20,30,10,35,10,20,45,30,
India,Latvia,0,0,0,0,0,0,0,0,0,0,0,
India,Lithuania,0,0,0,0,10,0,0,0,0,0,0,0
India,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
India,Malta,0,0,0,0,0,0,0,0,0,,,
India,Netherlands,0,0,0,0,5,0,0,5,0,5,,
India,Norway,0,5,0,0,0,0,0,0,0,5,50,0
India,Poland,0,0,0,0,0,0,0,0,0,0,0,
India,Portugal,0,0,0,0,0,0,0,0,0,0,,
India,Romania,0,0,0,0,0,0,0,0,0,0,,
India,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
India,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
India,Spain,0,0,0,0,0,0,0,0,0,,,
India,Sweden,5,5,10,10,10,5,10,5,5,10,10,
India,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
India,UK,75,60,60,85,85,95,125,105,155,150,,
Indonesia,Austria,0,0,0,0,0,0,0,0,0,0,,
